"ORF","sample1","sample2","sample3","sample4","sample5","sample6"
"chr5_213058",0,0,0,0,0,0
"chr5_213204",0,0,0,0,0,0
"chr5_213212",0,0,0,0,0,0
"chr5_213416",1096,1157,1342,832,737,876
"chr5_21382",0,0,0,0,0,0
"chr5_213907",25,21,28,14,9,20
"chr5_214021",0,0,0,0,0,0
"chr5_214076",592,619,741,501,544,617
"chr5_21470",0,0,0,0,0,0
"chr5_214916",713,634,777,508,512,587
"chr5_21524",2,0,0,0,0,0
"chr5_21537",8,5,9,12.82,8,5
"chr5_217752",0,0,0,0,0,0
"chr5_217907",0,0,0,0,0,0
"chr5_218057",1393,1349,1634,1138,1302,1295
"chr5_221492",0,0,0,0,0,0
"chr5_221508",0,0,0,0,0,0
"chr5_221846",115,104,142,76,72,111
"chr5_222420",3,0,0,3,1,0
"chr5_222639",1679.034,1574,1762.999,1495,1533,1483.999
"chr5_222888",1.966,0,1.001,0,0,1.001
"chr5_223171",11,6,5,7,5,5
"chr5_223367",1404,1310,1635,1278,1373,1612
"chr5_223410",0,0,0,0,0,0
"chr5_223737",0,0,0,0,0,0
"chr5_225302",0,0,0,0,0,0
"chr5_225889",398,352,404,326,332,373
"chr5_226838",12,13,22,8,19,14
"chr5_226858",182,189,209,145,145,186
"chr5_227972",0,0,0,0,0,0
"chr5_228115",0,0,0,0,0,0
"chr5_228234",0,0,0,0,0,0
"chr5_228277",0,0,0,0,0,0
"chr5_228382",0,0,0,0,0,0
"chr5_228423",0,0,0,0,0,0
"chr5_228451",3,8.139,7.211,6.384,2,3
"chr5_228456",88,100.861,119.789,82.616,97,75
"chr5_229263",31,32,49,20,29,33
"chr5_229795",702,627,824,667,616,722
"chr5_232185",0,0,0,1,0,0
"chr5_232383",0,0,0,0,0,0
"chr5_232406",6,11,15,7.053,8,11
"chr5_232461",467,440,551,387.947,393,433
"chr5_23389",0,0,0,0,0,0
"chr5_233935",0,0,0,0,0,0
"chr5_234095",0,0,0,0,0,0
"chr5_234937",229,219,254,157,191,230
"chr5_235770",1250,1204,1650,1258,1265,1791
"chr5_236944",0,0,0,0,0,0
"chr5_237170",0,0,0,0,0,0
"chr5_237464",0,0,0,0,0,0
"chr5_237549",0,0,0,0,0,0
"chr5_237570",396,395,495,358,355,355
"chr5_238150",0,0,2,0,0,0
"chr5_238278",0,0,0,0,0,0
"chr5_238460",16,28,38,29,23,28
"chr5_238464",0,0,0,0,0,0
"chr5_238800",0,0,0,0,0,0
"chr5_239341",0,0,0,0,0,0
"chr5_239732",1,0,2,2,2,0
"chr5_239986",2,3,2,0,1,1
"chr5_240032",393,371,433,327,365,381
"chr5_240461",0,0,0,0,0,0
"chr5_241242",0,0,0,0,0,0
"chr5_241675",0,0,0,0,0,0
"chr5_241698",0,0,0,0,0,0
"chr5_241840",0,0,0,0,0,0
"chr5_241999",1,1,5,1,3,3
"chr5_242029",0,0,0,0,0,0
"chr5_242132",0,0,0,0,0,0
"chr5_242202",7,2,6,4,1,3
"chr5_242570",26,42,42,21,20,18
"chr5_242696",2,0,1,0,0,1
"chr5_242832",15,13,25,12,16,18
"chr5_242942",0,0,0,0,0,0
"chr5_242992",8,10,5,3,5,8
"chr5_243180",155,121,116,66,88,98
"chr5_243320",0,0,0,0,0,0
"chr5_243810",958,901,1190,858,856,938
"chr5_246829",0,0,0,0,0,0
"chr5_246982",1163,1137,1431,882,1038,1024
"chr5_248044",1,1,0,3,2,0
"chr5_248183",0,0,0,0,0,0
"chr5_248258",1,0,0,0,1,0
"chr5_248560",8,6,16,9,14,13
"chr5_248697",0,0,0,0,0,0
"chr5_248792",5,5,6,5,4,5
"chr5_248805",0,0,0,0,0,0
"chr5_249232",0,1,0,0,0,0
"chr5_249366",0,0,0,0,0,0
"chr5_249563",0,0,0,0,0,0
"chr5_249615",0,0,0,0,0,0
"chr5_249750",0,0,0,0,0,0
"chr5_250273",0,0,0,0,0,0
"chr5_250718",234,200,274,145,167,197
"chr5_251079",92,74,85,63,65,65
"chr5_251195",1,2,4,1,0,1
"chr5_251344",0,0,0,0,0,0
"chr5_251728",380,384,413,300,307,348
"chr5_25239",0,0,0,0,0,0
"chr5_253971",564,493,678,456,441,433
"chr5_254656",450,411,496,340,391,410
"chr5_256375",381,369,481,431,409,573
"chr5_25646",89,98,95,68,58,94
"chr5_258333",0,0,0,0,0,0
"chr5_258368",3,1,0,0,2,2
"chr5_258518",0,0,0,0,0,0
"chr5_258619",8,3,6,7,7,3
"chr5_258737",911,913,1048,784,914,884
"chr5_259783",0,0,0,0,0,0
"chr5_259819",0,0,0,0,0,0
"chr5_259878",0,0,0,0,0,0
"chr5_259965",0,0,0,0,0,0
"chr5_259986",0,0,0,0,0,0
"chr5_260433",0,0,0,0,0,0
"chr5_260456",0,0,0,0,0,0
"chr5_260697",0,0,0,0,0,0
"chr5_260783",89,93,84,52,72,51
"chr5_260872",0,0,0,0,0,0
"chr5_260933",196,164,231,158,124,126
"chr5_261170",0,0,0,0,0,0
"chr5_26121",0,0,0,0,0,0
"chr5_261279",0,0,0,0,0,0
"chr5_261394",0,0,0,0,0,0
"chr5_261775",0,0,0,0,0,0
"chr5_26189",65,37,78,34,41,50
"chr5_261972",0,0,0,0,0,0
"chr5_262017",0,0,1,0,0,0
"chr5_262052",1238,1148,1473,854,1098,1055
"chr5_26229",0,0,0,0,0,0
"chr5_263116",0,0,0,0,0,0
"chr5_263810",3,6,5,2,1,5
"chr5_264",1259.873,1071.709,1529.284,1024.237,1066.737,1163.562
"chr5_264139",10,7,9,4,6,5
"chr5_264299",1,4,3,1,2,2
"chr5_264320",0,0,0,0,0,0
"chr5_264612",0,0,0,0,0,0
"chr5_264646",0,0,0,0,0,0
"chr5_264892",202.62,157,214.631,130.465,138,161
"chr5_264923",24.38,22,24.369,12.318,12,14
"chr5_265421",23,14,16,10.217,17,17
"chr5_266151",0,0,0,0,0,0
"chr5_266285",0,0,0,0,0,0
"chr5_266440",0,0,3,0,1,0
"chr5_266512",1105,999,1292,1069.989,988.991,1312
"chr5_26667",468,448,554,363,339,390
"chr5_268224",0,0,0,0,0,0
"chr5_268299",0,0,0,0,0,0
"chr5_268479",0,0,0,0,0,0
"chr5_268517",0,0,0,0,0,0
"chr5_268572",0,0,0,0,0,0
"chr5_268612",0,0,1,2,0,1
"chr5_268662",0,0,0,0,0,0
"chr5_268768",0,0,0,0,1,2
"chr5_268859",1,0,0,0,0,1
"chr5_268937",4,10,9,5,6,6
"chr5_268960",0,0,0,0,0,0
"chr5_269035",1,1,0,0,3,0
"chr5_26913",0,0,0,0,0,0
"chr5_269252",0,0,0,0,0,0
"chr5_269258",0,0,0,0,0,0
"chr5_269371",0,0,0,0,0,0
"chr5_269423",749.01,671.002,855.004,569.016,569.005,723.009
"chr5_27012",0,0,0,0,0,0
"chr5_270602",0,0,0,0,0,0
"chr5_270612",0,0,0,0,0,0
"chr5_270737",516,517,572,322,397,407
"chr5_270756",0,0,0,0,0,0
"chr5_270981",2,0,1,1,2,2
"chr5_271350",0,0,0,0,0,0
"chr5_271652",0,0,0,0,0,0
"chr5_271680",0,0,0,0,0,0
"chr5_271768",53,61,79,27,53,33
"chr5_271872",0,0,0,0,0,0
"chr5_272624",417,398,575,356,392,424
"chr5_273889",0,0,0,0,0,2
"chr5_274567",47.292,37,53,40,33,35
"chr5_274866",26.708,18,34,22,26,32
"chr5_275026",10,11,15,7,12,8
"chr5_27544",0,0,0,0,0,1
"chr5_27657",1529,1417,1773,1272,1213,1519
"chr5_276572",15,27,18,12.011,9.009,12
"chr5_277234",0,0,0,0,0,0
"chr5_277347",0,0,0,0,0,0
"chr5_278298",839,901,966.972,760,810,857
"chr5_278851",0,0,2.028,0,0,0
"chr5_279808",0,0,0,0,0,0
"chr5_279834",0,0,0,0,0,0
"chr5_279912",0,0,0,0,0,0
"chr5_279930",305,318.97,358.99,184.693,218,255
"chr5_279976",0,0,0,0,0,0
"chr5_280021",0,1,1.005,4,1,2
"chr5_280270",6,4.03,1.004,8.307,7,7
"chr5_280807",0,0,0,0,0,0
"chr5_281155",1,6,5,5,8,4
"chr5_281234",0,0,0,0,0,0
"chr5_281291",0,0,0,0,0,0
"chr5_281438",2,0,3,2,0,0
"chr5_281600",0,0,0,0,0,0
"chr5_281710",461,504,629,374,415,467
"chr5_281802",0,0,0,0,0,0
"chr5_282585",0,0,0,0,0,0
"chr5_282705",518,461,615,460,514,587
"chr5_284311",0,0,1.274,0,0,2.373
"chr5_284357",1.032,0,0,0,0,0
"chr5_284457",0,0,0,0,0,0
"chr5_284587",0,0,0,1,1,1
"chr5_284815",0,0,0,0,0,0
"chr5_284974",0,0,0,0,0,0
"chr5_285035",0,0,0,0,0,0
"chr5_285096",0,0,0,0,0,0
"chr5_285162",24,38,25,15,26,19
"chr5_285241",33063,31996,39335,36149,36875,44915
"chr5_285344",0,0,0,0,0,0
"chr5_286999",0,0,0,0,0,0
"chr5_287086",0,0,0,0,0,0
"chr5_288103",0,0,0,0,0,0
"chr5_288240",0,0,0,0,0,0
"chr5_288662",0,0,0,0,0,0
"chr5_288742",0,0,0,0,0,0
"chr5_288844",0,0,0,0,0,0
"chr5_288929",0,0,0,0,0,0
"chr5_288953",2,4,5,4,3,2
"chr5_289047",0,0,0,0,0,0
"chr5_289109",0,0,0,0,0,0
"chr5_289165",19,3,18,16,23,16
"chr5_289202",0,0,0,0,0,0
"chr5_289322",0,0,0,0,0,0
"chr5_289429",0,0,0,1,0,1
"chr5_289488",0,0,0,0,0,0
"chr5_289532",7,3,11,6,5,2
"chr5_289639",47,39,54,37,47,64
"chr5_290242",90.996,80.992,125.995,81,82,103.003
"chr5_291428",0,0,0,0,0,0
"chr5_291537",5,6,0,1,0,2
"chr5_291772",0,0,0,0,0,0
"chr5_291827",0,0,0,0,0,0
"chr5_292066",4545.614,4522.849,5279.832,3681.859,4093.816,4191.967
"chr5_292240",32.386,21.151,22.168,22.141,22.184,9.033
"chr5_293050",881,934,1039,737,759,857
"chr5_294664",0,0,0,0,0,0
"chr5_294778",0,0,0,0,0,0
"chr5_294895",0,0,1,0,0,0
"chr5_294980",0,0,0,0,0,0
"chr5_295012",0,0,0,0,0,0
"chr5_295082",0,0,0,0,0,0
"chr5_295186",0,1,1,0,2,1
"chr5_295301",8,3.064,9.102,5.028,4.043,7.031
"chr5_295410",1248,1165.936,1568.898,1533.972,1568.957,1987.969
"chr5_295865",0,0,0,0,0,0
"chr5_297758",0,0,0,0,0,0
"chr5_29797",315,281,334,249,244.744,286
"chr5_298027",6,2,4,1,4,3
"chr5_298206",0,0,0,0,0,0
"chr5_298212",0,0,0,0,0,0
"chr5_298299",0,0,0,0,0,0
"chr5_298363",0,0,0,0,0,0
"chr5_298950",3261,2923,3866,2834,2559,3575
"chr5_301451",0,0,0,0,0,0
"chr5_301616",3,4,4,1,4,2
"chr5_301757",0,0,0,0,0,0
"chr5_301817",5,4,6,2,2,1
"chr5_301826",1,0,2,1,0,0
"chr5_301947",195,171,195,128,121,122
"chr5_302045",0,0,0,0,0,0
"chr5_302439",0,0,0,0,0,0
"chr5_302495",0,0,0,0,0,0
"chr5_302549",0,0,0,0,0,0
"chr5_302671",0,0,0,0,0,0
"chr5_302766",4.024,10.042,10.026,5.019,8.032,3.009
"chr5_302806",916.976,1019.958,1115.974,744.981,735.968,840.991
"chr5_303087",0,0,0,0,0,0
"chr5_303249",3,0,0,1,0,0
"chr5_303270",0,0,0,0,0,0
"chr5_303313",0,0,0,0,0,0
"chr5_303463",0,0,0,0,0,0
"chr5_303495",0,0,0,0,0,0
"chr5_303560",0,0,0,0,0,0
"chr5_303838",0,0,0,0,0,0
"chr5_304030",539,495,555,560,514,705
"chr5_306323",708.573,591.067,658.403,383.795,387.466,505.208
"chr5_307238",0,0,2,0,0,0
"chr5_307446",0,0,0,0,0,0
"chr5_307653",523,557,653,388,399,411
"chr5_307682",0,0,0,0,0,0
"chr5_308229",0,0,0,0,0,0
"chr5_308413",428.929,434,495,374,409,487
"chr5_310664",0,0,0,0,0,1
"chr5_310796",2.071,0,5,3,1,2
"chr5_31088",8,6,8,3,10.256,5
"chr5_311476",1,0,1,0,0,0
"chr5_311735",0,1,0,0,2,0
"chr5_311784",0,0,0,0,0,0
"chr5_312166",2,4,2,0,1,1
"chr5_312251",0,0,0,0,0,0
"chr5_312292",0,0,0,0,0,0
"chr5_312590",139,120,148,86,114,122
"chr5_31298",0,0,0,0,0,0
"chr5_31310",0,0,0,0,0,0
"chr5_313152",0,0,0,0,0,0
"chr5_313208",0,0,0,0,0,0
"chr5_313390",3,5,4,5,1,5
"chr5_313596",0,0,0,0,0,0
"chr5_313744",0,0,0,0,0,0
"chr5_313818",0,0,0,0,0,0
"chr5_313871",0,0,0,0,0,0
"chr5_313950",0,0,0,0,0,0
"chr5_314134",0,0,0,0,0,0
"chr5_314168",2,0,0,0,0,0
"chr5_31419",13,18,24,12,9,11
"chr5_314205",0,0,0,0,0,0
"chr5_314234",0,0,0,0,0,0
"chr5_314362",0,0,0,0,0,0
"chr5_314439",0,0,0,0,0,0
"chr5_314534",274,291,337,190,257,260
"chr5_31508",0,0,0,0,0,0
"chr5_315896",0,0,0,0,0,0
"chr5_31635",0,0,0,0,0,0
"chr5_316765",0,0,0,0,0,0
"chr5_316807",343,350,427,272,297,302
"chr5_316859",0,0,0,0,0,0
"chr5_316928",0,0,0,0,0,0
"chr5_31694",727,716,862,621,726,835
"chr5_317924",0,0,0,0,0,0
"chr5_318051",0,0,0,0,0,0
"chr5_318354",0,0,0,0,0,0
"chr5_318547",0,0,0,0,0,0
"chr5_318569",0,0,0,0,0,0
"chr5_318636",0,0,0,0,0,0
"chr5_318646",3,0,3,2,3,1
"chr5_318694",0,0,0,0,0,0
"chr5_318920",1469,1448,1741,1191,1349,1394
"chr5_319027",0,0,0,0,0,0
"chr5_319190",0,0,0,0,0,0
"chr5_319502",0,0,0,0,0,0
"chr5_319620",179,132,185,122,123,157
"chr5_319638",0,0,0,0,0,0
"chr5_319810",0,0,0,0,0,0
"chr5_319963",2914,2777,3462,2304,2685,2803
"chr5_321859",0,5,2,0,1,0
"chr5_322026",2,2,0,0,0,1
"chr5_322214",0,0,0,0,0,0
"chr5_322343",0,0,0,0,2,2
"chr5_322456",0,0,0,0,0,0
"chr5_322491",0,0,0,0,0,0
"chr5_322578",0,1,1,0,1,1
"chr5_322637",0,0,0,0,0,0
"chr5_322686",2669,2365,2976,2360,2559,2658
"chr5_324178",0,0,1,0,0,1
"chr5_324272",415,443,576,411,442.987,475
"chr5_324489",0,0,0,0,1.013,0
"chr5_325565",0,0,0,0,0,0
"chr5_325835",0,0,0,0,0,0
"chr5_326174",754,726,850,541,614,699
"chr5_327065",395,410,482,364,394,386
"chr5_327619",5,3,9,4,5,1
"chr5_328360",0,0,1,0,0,0
"chr5_328477",709.98,770.986,836,642.965,707.956,833.963
"chr5_329268",2.02,1.014,3,3.035,4.044,4.037
"chr5_330218",0,0,0,0,0,0
"chr5_330272",0,0,0,0,0,0
"chr5_330429",0,0,0,0,0,0
"chr5_330576",328.968,349,435.985,271,314,265.888
"chr5_330674",0,0,0,0,0,0
"chr5_331817",3.032,0,2.015,0,0,4.112
"chr5_33191",0,0,0,1,0,0
"chr5_332450",219,158,202,132,108,167
"chr5_332476",1,0,2,1,0,0
"chr5_332582",520,552,637,469,474,509
"chr5_332637",0,0,0,0,0,0
"chr5_332752",0,1,0,0,0,0
"chr5_332830",0,0,0,0,0,0
"chr5_333070",0,0,1,0,0,0
"chr5_333176",4627,4410,5338,3877.926,4339,4602.993
"chr5_333204",0,0,0,3.074,0,1.007
"chr5_335511",2,5,3,2,3,3
"chr5_335946",758,676,807,615,678,714
"chr5_33636",0,0,0,0,0,0
"chr5_336401",0,0,0,0,0,0
"chr5_336694",1,2,0,1,1,2
"chr5_336872",0,0,0,0,0,0
"chr5_337219",5,1,6,6,2,5
"chr5_33737",0,0,0,0,0,0
"chr5_337856",0,0,0,0,0,0
"chr5_337949",733,706,909,621,675,833
"chr5_337962",0,0,0,0,0,0
"chr5_339423",0,0,0,0,0,0
"chr5_339538",0,0,0,0,0,0
"chr5_339790",0,0,0,0,0,0
"chr5_339864",1751,1779,2032,1763,1784,2100
"chr5_33999",0,0,0,0,0,0
"chr5_34042",1,0,1,0,0,0
"chr5_341254",0,0,0,0,0,0
"chr5_34184",0,0,0,0,0,0
"chr5_342463",0,0,0,0,0,0
"chr5_34272",0,0,0,0,0,0
"chr5_342855",181,155,230,129,139,159
"chr5_343120",0,0,0,0,0,0
"chr5_343320",1234,1208,1347,937,1017,1171
"chr5_343597",0,0,0,0,0,0
"chr5_34380",366,362,485,309,368,326
"chr5_347452",0,0,0,0,0,0
"chr5_347662",0,0,0,0,0,0
"chr5_347912",108,124,124,77,83,85
"chr5_348562",0,0,0,0,0,0
"chr5_348729",861,903,1018,772,739,841
"chr5_349279",6,1,2,4,4,3
"chr5_349553",0,0,0,0,0,0
"chr5_349774",0,0,0,0,0,0
"chr5_349962",0,0,0,0,0,0
"chr5_349980",683,628,706,533,527,635
"chr5_351544",0,0,0,0,0,0
"chr5_351698",480,517,558,366,483,448
"chr5_353311",1,4,0,0,0,0
"chr5_353449",0,0,0,0,0,0
"chr5_353500",0,0,0,0,0,0
"chr5_353655",0,0,0,0,0,0
"chr5_353909",0,0,0,0,0,0
"chr5_353912",0,0,0,0,0,0
"chr5_354086",0,0,0,0,0,0
"chr5_354637",0,0,1,4,0,0
"chr5_354955",0,0,0,0,0,0
"chr5_355140",64,48,65,40,47,43
"chr5_355466",853,728,937,654,743,748
"chr5_357995",0,0,0,0,0,0
"chr5_358105",698,641,676,589,617,636
"chr5_359165",0,0,0,0,0,0
"chr5_359190",0,0,0,0,0,0
"chr5_359261",0,0,0,0,0,0
"chr5_359562",623,607,702,464,492,598
"chr5_360376",0,0,0,0,0,0
"chr5_360502",807,752,964,641,770,737
"chr5_361028",0,0,0,0,0,0
"chr5_361334",0,0,0,0,0,0
"chr5_361375",0,0,0,0,0,0
"chr5_361889",0,0,0,0,0,0
"chr5_361998",3,4,0,0,0,2
"chr5_362135",0,0,0,0,0,0
"chr5_362160",1,0,2,1,1,0
"chr5_362619",0,2,3,0,0,0
"chr5_363100",829.585,720.493,994.691,551.314,591.785,805.017
"chr5_36357",0,0,0,0,0,0
"chr5_363862",0,0,0,0,0,0
"chr5_363888",0,0,0,0,0,0
"chr5_364168",0,0,0,0,0,0
"chr5_364212",0,0,0,0,0,0
"chr5_364234",0,0,0,0,0,0
"chr5_364307",0,0,0,0,0,0
"chr5_364326",0,0,0,0,0,1
"chr5_364358",0,0,0,0,0,0
"chr5_364589",6054,5924,6912,4826,5066,5501
"chr5_36535",1139,1092,1308,887,950,1045
"chr5_36653",0,0,0,0,0,0
"chr5_366623",0,0,0,0,0,0
"chr5_366686",0,0,0,0,0,0
"chr5_366751",0,0,0,0,0,0
"chr5_366791",0,0,0,0,0,0
"chr5_366802",140,132,160,120,159,160
"chr5_366912",0,0,0,0,0,0
"chr5_367098",0,0,0,0,1,0
"chr5_367357",0,0,0,0,0,0
"chr5_367443",0,0,0,0,0,0
"chr5_367838",1983,1865,2319,1537,1648,1845
"chr5_370",0,0,0,0,0,0
"chr5_372056",0,0,0,0,0,0
"chr5_372326",16,18,16,13,11,14
"chr5_373224",0,0,0,0,0,0
"chr5_373411",0,0,0,0,0,0
"chr5_373448",294,259,333,251,257,288
"chr5_374853",0,0,0,0,0,0
"chr5_375147",0,0,0,0,0,0
"chr5_375215",341,359,385,251,327,364
"chr5_375598",0,0,0,0,0,0
"chr5_377189",68,78,83,80,63,81
"chr5_377704",2,1,0,0,2,1
"chr5_377727",0,0,0,3,0,0
"chr5_378001",0,0,0,0,0,0
"chr5_378145",0,0,0,0,0,0
"chr5_378219",0,0,0,0,4,0
"chr5_378346",0,0,2,1,0,0
"chr5_378762",2336,2173,2720,2111,2141,2647
"chr5_382483",0,0,0,0,0,0
"chr5_382595",1895,1810,2139,1571,1593,1858
"chr5_387232",424,413,466,377,366,366
"chr5_387819",0,0,0,0,0,1
"chr5_387932",320,362,394,299,308,360
"chr5_389812",0,0,0,0,0,0
"chr5_390131",0,0,0,0,0,0
"chr5_390590",1696,1559,1983,1428,1606,1710
"chr5_393561",3,2,2,0,1,0
"chr5_394009",0,0,0,0,0,0
"chr5_394292",261,273,338,237,206,239
"chr5_395021",0,0,0,0,0,0
"chr5_395087",0,0,0,0,0,0
"chr5_395348",549,463,545,426,426.971,436.964
"chr5_395664",0,0,0,0,2.029,1.036
"chr5_395858",0,0,0,0,0,0
"chr5_396216",0,0,0,0,0,0
"chr5_396665",0,0,0,0,0,0
"chr5_396769",1083,1112.999,1242,639,673,783
"chr5_397738",0,0,0,0,0,0
"chr5_397952",232,235,284,216,224,233
"chr5_39840",0,0,0,0,0,0
"chr5_399043",1,6,1,0,1,0
"chr5_39906",0,0,0,0,0,0
"chr5_399240",0,0,0,0,0,0
"chr5_399446",0,0,0,0,0,0
"chr5_399496",892.989,887,978.948,856,872.971,834
"chr5_399533",0,0,0,0,0,0
"chr5_400025",0,0,1.005,1,2.029,0
"chr5_400221",2.011,2,4.047,0,0,1
"chr5_400382",0,0,0,3,0,0
"chr5_40046",15792,15118,18320,14018,14939,16948
"chr5_400685",1,2,1,5,2,1
"chr5_400867",13,22.027,9,1,17,7
"chr5_401028",0,0,0,0,0,0
"chr5_401135",1645,1634.973,2009,1376,1484,1620
"chr5_401713",0,0,0,0,0,0
"chr5_401915",15,12,16,18,15,10
"chr5_402032",0,0,0,0,0,0
"chr5_402055",1,0,0,0,0,0
"chr5_402209",6,4,4,5,7,0
"chr5_402375",732,718,936,599,578,705
"chr5_402646",0,0,0,0,0,0
"chr5_402711",0,0,0,0,0,0
"chr5_402726",2,2,7,3,3,3
"chr5_402871",1422,1385,1682,1203,1219,1278
"chr5_404542",0,0,0,0,0,0
"chr5_404813",563,527,587,431,499,535
"chr5_405295",0,0,0,0,0,0
"chr5_406578",1,1,0,1,2,0
"chr5_407035",166,160,182,109,126,154
"chr5_407233",0,0,0,0,0,0
"chr5_407342",2169,2006,2644,1570,1754,1865
"chr5_407378",0,0,0,0,0,0
"chr5_408080",0,0,0,0,0,0
"chr5_409304",0,0,0,0,0,0
"chr5_409545",2,2,0,0,1,0
"chr5_409633",1,0,0,0,0,0
"chr5_409817",0,0,0,0,0,0
"chr5_410189",3239,3086,3659,2553,2896,3172
"chr5_412761",136,121,185,121,108,122
"chr5_413073",0,0,0,0,0,0
"chr5_413172",14,8,14,12,13,10
"chr5_413394",373,331,432,293,306,390
"chr5_413521",0,0,0,0,0,0
"chr5_413622",0,0,0,0,0,0
"chr5_414408",0,0,0,0,0,0
"chr5_414440",0,0,0,0,0,0
"chr5_414481",81,78,102,64,55,75
"chr5_414624",0,0,0,0,0,0
"chr5_415711",0,0,0,0,0,0
"chr5_415764",0,2,5,0,1,0
"chr5_415859",102,101,115,101,101,105
"chr5_416351",0,1,1,0,0,0
"chr5_417281",984.927,964,1208,835.992,878.934,964
"chr5_418102",2.073,0,0,1.008,3.066,0
"chr5_4185",15.459,24.302,11.696,8.683,12.366,21.002
"chr5_421000",0,0,0,0,0,0
"chr5_421115",297,283,311,263,223,300
"chr5_421399",0,0,0,0,0,0
"chr5_422512",0,0,0,0,0,0
"chr5_422795",0,0,0,0,0,0
"chr5_422892",0,0,0,0,0,0
"chr5_423052",0,0,1,1,0,0
"chr5_423122",0,0,0,0,0,0
"chr5_423304",1,0,4,3,2,4
"chr5_423712",0,0,0,0,0,0
"chr5_423759",0,0,1,0,0,0
"chr5_423952",611,580,735,430,535,604
"chr5_42400",56.916,49,59,35,45,46
"chr5_424573",0,1,0,1,2,0
"chr5_42458",5.084,4,4,3,3,4
"chr5_424671",0,0,0,0,0,0
"chr5_424799",6,12,13,7,8,7
"chr5_424931",0,0,0,0,2,0
"chr5_425063",0,0,0,0,0,0
"chr5_425184",0,0,0,0,0,0
"chr5_425188",1647,1497,1929,1396,1604,1631
"chr5_42639",0,0,0,0,0,0
"chr5_42755",1,0,0,5,1,1
"chr5_42794",0,0,0,0,0,0
"chr5_42900",0,0,0,0,0,0
"chr5_430735",0,0,0,0,0,0
"chr5_430830",1,6,2,1,1,1
"chr5_430856",0,0,0,0,0,0
"chr5_430966",0,0,0,0,0,0
"chr5_430992",0,0,0,0,0,0
"chr5_431053",0,0,0,0,0,0
"chr5_431203",0,0,0,0,0,0
"chr5_431452",0,0,0,0,0,0
"chr5_431723",22.081,19.198,30.177,12.887,18.304,24.195
"chr5_43188",2,0,0,0,0,0
"chr5_431997",4,1,2,2,3,1
"chr5_432113",0,0,0,0,0,0
"chr5_432143",0,0,0,0,0,0
"chr5_432226",0,0,0,0,0,0
"chr5_432495",3497,3442,4392,2887,3334,3190
"chr5_43252",660,631,846,519,543,621
"chr5_432712",0,2,0,0,0,0
"chr5_434112",0,0,0,0,0,0
"chr5_434278",0,0,0,0,0,0
"chr5_434367",0,0,0,0,0,0
"chr5_434928",1,0,2,1,1,0
"chr5_435271",0,0,0,0,0,0
"chr5_435495",0,0,0,0,0,0
"chr5_435520",0,0,0,0,0,0
"chr5_436111",0,1,1,0,3,2
"chr5_436971",0,0,0,0,0,0
"chr5_437267",281,301,371,247,294,298
"chr5_437952",28,23,32,15,21,24
"chr5_437992",0,3,3,0,1,4
"chr5_438253",0,0,0,0,0,0
"chr5_438460",0,0,0,0,0,0
"chr5_438913",0,0,0,0,0,0
"chr5_438921",0,0,0,0,0,0
"chr5_439306",6,9,8,2,5,8
"chr5_439616",3294,2987,3782,2750,3093,3377
"chr5_441028",20,13,20,9,18,8
"chr5_441373",49,66,49,30,39,39
"chr5_441575",0,0,0,0,0,0
"chr5_441812",0,0,0,0,0,0
"chr5_442601",0,0,0,0,0,0
"chr5_44875",0,0,0,0,0,0
"chr5_449474",344.56,329.312,386.763,205.374,314.5,280.383
"chr5_449590",0,0,0,0,1,1
"chr5_449664",0,0,0,0,1,0
"chr5_449704",0,0,0,0,0,0
"chr5_44975",0,0,5,0,0,1
"chr5_449763",2,1,6,1,5,6
"chr5_449796",0,0,0,0,0,0
"chr5_449952",0,0,0,0,0,0
"chr5_45020",184,176,208,126.984,165,156
"chr5_450391",0,0,0,0,0,0
"chr5_450497",0,0,0,0,0,0
"chr5_450563",223,228,247,171,192,172
"chr5_451565",223,227,253,153,196,181
"chr5_45171",0,0,0,1.016,0,1
"chr5_453386",2,1,5,2,1,4
"chr5_453459",2285,2136,2746,1787,2171,2110
"chr5_454919",171,169,169,139,118,123
"chr5_455029",0,0,0,0,0,0
"chr5_455146",466,458,499,374,409,448
"chr5_456053",0,0,0,0,0,0
"chr5_456135",0,0,0,0,0,0
"chr5_456230",0,0,0,0,0,0
"chr5_456319",1231,1236,1476,1032,1006,1165
"chr5_456374",0,0,0,0,0,0
"chr5_45734",0,0,0,0,0,0
"chr5_45779",0,0,0,0,0,0
"chr5_457806",1389,1307,1640,1198,1352,1518
"chr5_457931",0,0,0,0,0,0
"chr5_45876",0,0,0,0,0,0
"chr5_45890",0,0,0,0,0,0
"chr5_460235",0,0,0,0,0,0
"chr5_46025",2,3,3,3,1,1
"chr5_460360",0,0,0,0,0,0
"chr5_460526",493.638,482.245,556.589,365.783,429.713,553.861
"chr5_460589",0,0,0,1,0,0
"chr5_460946",19.362,21.755,17.411,14.217,13.287,10.139
"chr5_461937",12,11,5,3,2,2
"chr5_462119",14,18,12,8,13,11
"chr5_462386",11.034,12.067,17,12,14.052,8.062
"chr5_462585",189.966,220.933,195,161,159.948,158.938
"chr5_46284",0,0,0,0,0,0
"chr5_462968",370,364,458,311,354,351
"chr5_463067",0,0,0,0,0,0
"chr5_463755",0,0,0,0,0,0
